date,value
2021-10-01,4605.3798828125
2021-11-01,4567.0
2021-12-01,4766.18017578125
2022-01-01,4515.5498046875
2022-02-01,4373.93994140625
2022-03-01,4530.41015625
2022-04-01,4131.93017578125
2022-05-01,4132.14990234375
2022-06-01,3785.3798828125
2022-07-01,4130.2900390625
2022-08-01,3955.0
2022-09-01,3585.6201171875
2022-10-01,3871.97998046875
2022-11-01,4080.110107421875
2022-12-01,3839.5
2023-01-01,4076.60009765625
2023-02-01,3970.14990234375
2023-03-01,4109.31005859375
2023-04-01,4169.47998046875
2023-05-01,4179.830078125
2023-06-01,4450.3798828125
2023-07-01,4588.9599609375
2023-08-01,4507.66015625
2023-09-01,4288.0498046875
2023-10-01,4193.7998046875
2023-11-01,4567.7998046875
2023-12-01,4769.830078125
2024-01-01,4845.64990234375
2024-02-01,5096.27001953125
2024-03-01,5254.35009765625
2024-04-01,5035.68994140625
2024-05-01,5277.509765625
2024-06-01,5460.47998046875
2024-07-01,5522.2998046875
2024-08-01,5648.39990234375
2024-09-01,5762.47998046875
2024-10-01,5705.4501953125
2024-11-01,6032.3798828125
2024-12-01,5881.6298828125
2025-01-01,6040.52978515625
2025-02-01,5954.5
2025-03-01,5611.85009765625
2025-04-01,5569.06005859375
2025-05-01,5911.68994140625
2025-06-01,6204.9501953125
2025-07-01,6339.39013671875
2025-08-01,6460.259765625
2025-09-01,6688.4599609375
2025-10-01,6840.2001953125
2025-11-01,6849.08984375
2025-12-01,6845.5
2026-01-01,6939.02978515625
2026-02-01,6878.8798828125
2026-03-01,6528.52001953125
2026-04-01,7209.009765625
2026-05-01,7580.06005859375
2026-06-01,7499.35986328125
2026-07-01,7489.72021484375
2026-08-01,7686.14013671875
2026-09-01,7650.5
