IL_Equity,US_Equity,EU_Equity,Foreign_Bond,IL_Bond_Unlinked,IL_Bond_Linked,Cash,point,risk,achieved_return
0.13725043148746638,0.13637138608485525,0.09073460317259495,0.15335720996252852,0.20796237436935228,0.15865508238301115,0.1156689125401914,min_risk,0.0019223017744727812,0.04922599450874652
8.000677355272007e-16,0.0,0.9999999999999993,0.0,3.74806329965503e-17,4.377283720971041e-16,5.733137793933e-16,max_return,0.003784691815015474,0.10215245035509243
0.1525775575941063,0.16001075374663093,0.12459056177735972,0.1303646519069566,0.1825718070297348,0.14658120741106898,0.10330346053414274,k=1,0.002067989492547883,0.05403749049475934
0.16790694043704407,0.18365150518681533,0.15844372883277924,0.10737203667391229,0.15718002300716985,0.13450773044627745,0.09093803541600173,k=2,0.002223268473064361,0.0588489864808036
0.18323632595556003,0.20729225719414765,0.19229689344631182,0.08437942125954441,0.13178823765749617,0.1224342521146805,0.07857261237225949,k=3,0.0023881359370862888,0.06366048246688592
0.19856570863013273,0.23093300700106248,0.22615006160540305,0.06138680646610063,0.10639645222856231,0.1103607749062615,0.06620718916247738,k=4,0.0025625918792122372,0.06847197845290909
0.21389509402570853,0.25457375846843805,0.26000322754892546,0.03839419131176967,0.08100466976067022,0.09828729641994245,0.05384176246454564,k=5,0.0027466363129808103,0.07328347443894459
0.22922446813825856,0.2782145064274647,0.29385640112866773,0.015401575803026406,0.05561288057096992,0.08621382229030099,0.041476345641311946,k=6,0.002940269199718369,0.07809497042489051
0.24416330729394128,0.30199918863780373,0.3285885514829677,0.0,0.02685962493223438,0.07172503297710141,0.026664294675951376,k=7,0.0031519065625967278,0.08290646641094984
0.2575438289178706,0.32673008599123204,0.36744524932853057,0.0,7.284483346386983e-19,0.046893359424921593,0.0013874763374453055,k=8,0.003403876185382594,0.08771796239703562
0.1874110700911275,0.3376061558385495,0.4749827740703229,0.0,0.0,7.535009776599237e-17,0.0,k=9,0.0035750735745895476,0.09252945838302953
0.008288739182518197,0.32707111517109044,0.6646401456463913,0.0,2.092922900830192e-17,6.382262840540262e-17,2.2234142222340695e-17,k=10,0.003696838609543479,0.09734095436906097
