IL_Equity,US_Equity,EU_Equity,Foreign_Bond,IL_Bond_Unlinked,IL_Bond_Linked,Cash,point,risk,achieved_return
0.1434985001506117,0.14533829173814725,0.09892361823152036,0.15155179193423687,0.2020672875113613,0.1528335291897646,0.10578698124435797,min_risk,0.0006918843918079239,0.05059851105592542
0.0,3.677613769070831e-16,0.7500000000000017,0.0,0.0,0.25000000000000666,0.0,max_return,0.0007895311997874756,0.0859060733168146
0.15369440424910952,0.16117027009560997,0.12152030209188963,0.13631363787831707,0.1852037952819072,0.14470086276303643,0.09739672764013035,k=1,0.0007220614070919651,0.053808289443259015
0.1638905150631369,0.1770023007731126,0.14411678072593295,0.12107542454907093,0.1683402074882911,0.1365682997755299,0.08900647162492573,k=2,0.0007536875132685276,0.0570180678306395
0.1740866247529706,0.1928343319579618,0.16671325972582843,0.10583721081733971,0.15147662034875256,0.12843573695385352,0.08061621544329335,k=3,0.0007867625721084995,0.06022784621795813
0.18428273430228564,0.208666362026436,0.18930973951900654,0.09059899600573677,0.13461303345059922,0.12030317427258196,0.07222596042335393,k=4,0.0008212865828540965,0.06343762460532142
0.1944788481694814,0.22449839306559255,0.2119062160617633,0.07536078312612961,0.11774944542581407,0.11217061136448121,0.06383570278673782,k=5,0.0008572595514613694,0.0666474029927126
0.20470943901713998,0.24029687961656582,0.23452298775968253,0.060161918277975034,0.10090895728509537,0.104034805716694,0.055365012326847304,k=6,0.0008941532232193127,0.06985718138006704
0.21490990478680722,0.2561261404730162,0.25712140737074074,0.04492985968875854,0.08404927211906851,0.09590074428669357,0.046962671274915255,k=7,0.000931252402178617,0.07306695976742626
0.18280982085160769,0.2611509801402485,0.3060391990081438,0.019507566178961603,0.04779796989143359,0.11681970689354859,0.06587475703605616,k=8,0.0009159535861556305,0.07627673815475518
0.10567928633829435,0.2568155674528097,0.387505146208896,0.0,8.014731626038597e-18,0.15245008165162813,0.09754991834837191,k=9,0.0008631369400756907,0.07948651654210324
5.709157574449144e-18,0.22435874814002632,0.5256412518599737,2.8574156031353227e-18,0.0,0.15630098249677102,0.09369901750322886,k=10,0.0008220510132808825,0.08269629492946103
