IL_Equity,US_Equity,EU_Equity,Foreign_Bond,IL_Bond_Unlinked,IL_Bond_Linked,Cash,point,risk,achieved_return
0.13291531846551244,0.13748100228853896,0.0931325926731391,0.15741216591108173,0.2066639853420501,0.1577193918162908,0.11467554350338688,min_risk,0.0020952657922834877,0.04923392496856899
1.3536373702595086e-16,5.828670879282072e-16,0.9999999999999998,0.0,0.0,0.0,9.438188216797662e-17,max_return,0.0037023580230574446,0.10215245035509243
0.14824062492611417,0.16111650133041366,0.12698341387282347,0.13442272735058644,0.1812773629493113,0.14564741850681062,0.10231195106394035,k=1,0.002240501017392735,0.054044700003680904
0.16356771009633556,0.18475371501731805,0.1608315056320779,0.11143356332587824,0.1558893800747517,0.13357574718495036,0.08994837866868827,k=2,0.002395325605702622,0.058855475038881375
0.17889479300652755,0.20839092844106452,0.1946795991368423,0.08844439878579931,0.13050139830707247,0.12150407676794764,0.07758480555474627,k=3,0.002559735800954502,0.0636662500739337
0.194221877004655,0.2320281424545166,0.22852769123155017,0.06545523267545933,0.10511341671273787,0.10943240637471278,0.06522123354636825,k=4,0.0027337316069655417,0.06847702510910826
0.2095489622704731,0.2556653566329838,0.26237578208743645,0.04246606766970669,0.07972543296331357,0.09736073630306635,0.052857662073020124,k=5,0.0029173130237896373,0.07328780014424671
0.22487604582210713,0.27930256996680186,0.29622387532198663,0.019476903343112854,0.05433745127733272,0.08528906841381494,0.04049408585484391,k=6,0.0031104800522912955,0.07809857517939882
0.24002198533884006,0.3030065861580098,0.33047900387962104,0.0,0.027395055835959352,0.07209999197094803,0.026997376816621742,k=7,0.0033150931800134138,0.08290935021454549
0.253448317462382,0.3276931573099287,0.3691848033697147,0.0,0.0,0.04760826269055089,0.0020654591674236856,k=8,0.0035514708149178946,0.0877201252497117
0.18650080185806617,0.339190165245809,0.4743090328961248,0.0,0.0,0.0,2.0489369845927358e-17,k=9,0.003666056366224479,0.09253090028481545
0.007405307379994016,0.3286567089275143,0.6639379836924917,0.0,0.0,0.0,6.77942100527317e-17,k=10,0.0036633790427208707,0.09734167531995394
