IL_Equity,US_Equity,EU_Equity,Foreign_Bond,IL_Bond_Unlinked,IL_Bond_Linked,Cash,point,risk,achieved_return
0.13345273188814183,0.13254860771683913,0.08399866039501899,0.16013194162128333,0.21203658301562386,0.16229744698957865,0.11553402837351423,min_risk,0.0003161133539472804,0.04827134767418627
0.0,0.0,0.3500000000000004,4.85722573273506e-17,2.177077962350893e-16,0.39999999999999913,0.25000000000000094,max_return,0.00028226542009539355,0.05975899013477598
0.1118723581155635,0.13131063297032952,0.10681700891410698,0.1490750934098385,0.19504265334166387,0.17690137616458573,0.12898087708391193,k=1,0.0003083912003882302,0.049315678806967606
0.09029142415748778,0.1300737322444084,0.1296348435981038,0.1380192283382008,0.17804791027284794,0.19150542982506913,0.14242743156388218,k=2,0.0003023208017681331,0.050360009939755215
0.06871049292501527,0.12883682795174548,0.15245267912323923,0.12696336039438033,0.1610531684189027,0.20610948610474122,0.15587398508197575,k=3,0.0002979017446642881,0.051404341072523015
0.04712956076508905,0.1275999240986124,0.17527051513629852,0.11590749918748747,0.14405842208182593,0.22071353965345375,0.1693205390772329,k=4,0.000295134031525005,0.05244867220530866
0.02554862686977306,0.12636301948007111,0.19808835365015579,0.10485163259040284,0.12706368334123272,0.23531759603829594,0.18276708803006853,k=5,0.0002940176615750854,0.05349300333808523
0.003967692834027905,0.1251261134355033,0.22090619373046877,0.09379577625275015,0.11006893753966154,0.24992164748840484,0.19621363871918346,k=6,0.0002945526364640857,0.05453733447086371
1.807568309440677e-17,0.10870186404115492,0.24129813595884506,0.07706740411550507,0.08398897883707207,0.27216583852213183,0.21677777852529115,k=7,0.00028686215685076266,0.05558166560364934
5.721707558702799e-18,0.08885651662170777,0.26114348337829224,0.05906103961389682,0.05586244831101558,0.2961311026437566,0.23894540943133105,k=8,0.00027835126864282075,0.05662599673643021
1.1993986533120893e-18,0.06901116678806866,0.2809888332119313,0.041054682133104516,0.027735913682880024,0.320096355482977,0.26111304870103863,k=9,0.0002712199948899691,0.057670327869213736
1.633672445369369e-17,0.049014832297627486,0.30098516770237244,0.02271062074167424,0.0,0.34404162430785507,0.2832477549504709,k=10,0.0002654455734860725,0.0587146590019857
