IL_Equity,US_Equity,EU_Equity,Foreign_Bond,IL_Bond_Unlinked,IL_Bond_Linked,Cash,point,risk,achieved_return
0.1347469618233493,0.13118900994675897,0.0840640282298917,0.15911490632178643,0.21196814104944836,0.16213204735553743,0.11678490527322774,min_risk,0.00044865567152917055,0.04827225496341726
0.0,0.0,0.3500000000000004,4.85722573273506e-17,2.177077962350893e-16,0.39999999999999913,0.25000000000000094,max_return,0.00039177963198546963,0.05975899013477598
0.11324443165479184,0.12989374861068878,0.10686181973451936,0.14802261628308955,0.1949394046674082,0.1767750110815996,0.13026296796790254,k=1,0.00044089206036723375,0.049316503615351344
0.09174121066710994,0.12860009601481046,0.12965869331807955,0.1369317612946704,0.17790927229585823,0.19141848180164342,0.14374048460782804,k=2,0.00043520535793694075,0.05036075226729346
0.07023799109563446,0.12730644206064418,0.15245556684372136,0.12584090744221246,0.16087913797601905,0.2060619517097113,0.15721800287205723,k=3,0.00043159438842945005,0.051405000919234625
0.04873476844777565,0.12601279392874615,0.1752524376234782,0.11475005253155643,0.1438490043514917,0.220705420008221,0.17069552310873085,k=4,0.000430059153930691,0.05244924957119042
0.027231553274995064,0.12471913302350454,0.19804931370150036,0.10365919354243026,0.12681887338426898,0.23534889526062225,0.18417303781267857,k=5,0.00043059964883613146,0.05349349822312125
0.005728339421078453,0.12342546789099647,0.22084619268792507,0.09256834121814417,0.10978873845103106,0.24999236941541844,0.19765055091540637,k=6,0.00043321587886673783,0.05453774687506015
2.1362170929753455e-18,0.10851158822486844,0.24148841177513156,0.07642301714811041,0.08461534190813202,0.2714833892625191,0.2174782516812385,k=7,0.00042194414523684935,0.05558199552700782
0.0,0.08865200277237813,0.26134799722762186,0.05844203840677668,0.05648488725221511,0.2954609480075452,0.23961212633346315,k=8,0.000406434928677598,0.05662624417895317
0.0,0.06879241261875123,0.28120758738124874,0.04046107404769766,0.02835442487995749,0.3194385090270897,0.2617459920452552,k=9,0.00039240597920492355,0.057670492830882596
2.426241174115218e-17,0.04893287365458134,0.3010671263454186,0.022480109357169136,0.00022392313008555705,0.3434161030476541,0.28387986446509134,k=10,0.00037985728277970893,0.05871474148282737
